name,grade,type,bolts,length,pitches,first_ascent,route_setter,url,area_url
Dar pa aza,6b,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9420437982,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Falsa alarmas,5+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9420439881,https://www.thecrag.com/en/climbing/cuba/area/9408534246
A q no te atreves,6a+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9420442089,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Piolin,5.9,sport,3,7m,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/256345521,https://www.thecrag.com/en/climbing/costa-rica/area/223884615
Diedro,5.10,sport,3,7m,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/256345614,https://www.thecrag.com/en/climbing/costa-rica/area/223884615
Ron,5.10b,sport,3,7m,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/256345707,https://www.thecrag.com/en/climbing/costa-rica/area/223884615
Mangulile,5.13b,sport,18,30m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/256670802,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Cuzuko Sieve,5.12c,sport,12,20m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/256672914,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Bimo,5.10+,trad,,27m,1,Omar Gonzalez Jan,,https://www.thecrag.com/en/climbing/costa-rica/route/10999392147,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
La Zona Mágica,5.10-,sport,15,27m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/5993442894,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Caldo de Caca,5.11a,sport,13,30m,2,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999375776,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El gigante de los bíceps,5.11a,sport,16,30m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/6145694343,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Trepon de la Zegua,5.11b,sport,10,38m,2,,,https://www.thecrag.com/en/climbing/costa-rica/route/256670529,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Julieta-ta,5.12b,sport,18,30m,,David Ulloa,,https://www.thecrag.com/en/climbing/costa-rica/route/256670616,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El elevador del terror,5.12a/b,sport,16,35m,2,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999303152,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Trampolín al vacío,5.12a,sport,18,35m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999293330,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
30 vueltas,5.12a,sport,,35m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999305102,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Pipiribao,5.12a,sport,18,30m,,David Ulloa,,https://www.thecrag.com/en/climbing/costa-rica/route/256670709,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
c.c. Minigrieta,5.12a,sport,12,27m,2,,,https://www.thecrag.com/en/climbing/costa-rica/route/11003866074,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
La Chimenea,5.8,sport,,27m,2,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999461249,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
La independencia,5.10d,sport,,,3,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999719273,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Los Pinpos,5.11b,sport,,,3,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999722417,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Sin nombre,5.10-,sport,6,12m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/10999998204,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Legado,5.12b,sport,,,,Juan Ramon Pendones,,https://www.thecrag.com/en/climbing/costa-rica/route/10999999800,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Ela,5.13b,sport,,21m,1,Ariel Gonzalez,,https://www.thecrag.com/en/climbing/costa-rica/route/11000001591,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Laly,5.10d,sport,,,,,,https://www.thecrag.com/en/climbing/costa-rica/route/11000004351,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Michi,5.11+,sport,,35m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/11000006325,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Trepon del Zoncho,5.9,sport,10,11m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/11003884617,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Zopilotillo,5.11+,sport,9,12m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/11003900592,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
El Verdugo,5.11b,sport,7,20m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259714539,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
Pan Comida,5.10a,sport,8,25m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259714626,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
El Diablo,5.10a,top-rope,,25m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259714713,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
El Sombrero,5.10b,sport,8,25m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259714800,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
La Placa,5.10a,top-rope,,25m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259714887,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
El Diedro,5.11c,sport,8,25m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259714974,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
El Gringo,5.10a,top-rope,,8m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259739700,https://www.thecrag.com/en/climbing/costa-rica/area/223884855
Directisima Felix Mendez,5.8,sport,5,15m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259739781,https://www.thecrag.com/en/climbing/costa-rica/area/223884855
El Medio Siglo,5.10d,sport,5,15m,,,,https://www.thecrag.com/en/climbing/costa-rica/route/259739862,https://www.thecrag.com/en/climbing/costa-rica/area/223884855
Buono Sarah,5.9,sport,6,12m,1,Jordan Rice,,https://www.thecrag.com/en/climbing/costa-rica/route/11012105634,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Da Boone,5.8,sport,8,12m,,Jordan Rice,,https://www.thecrag.com/en/climbing/costa-rica/route/11012106669,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Lucan,5.10a,sport,8,14m,1,Jordan Rice,,https://www.thecrag.com/en/climbing/costa-rica/route/11012107740,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Plumeria,5.11+,sport,8,15m,1,,,https://www.thecrag.com/en/climbing/costa-rica/route/11012113911,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
El Agua,5.10+,sport,6,10m,,Anuar Hassan,,https://www.thecrag.com/en/climbing/costa-rica/route/11012119242,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
El Agua ext.,5.12a,sport,8,15m,1,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012125794,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Air Masin,5.10a/b,sport,,10m,,Anuar Hassa,,https://www.thecrag.com/en/climbing/costa-rica/route/11012132565,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Air Masin ext.,5.11a,sport,,14m,,Phillipe Trussard,,https://www.thecrag.com/en/climbing/costa-rica/route/11012134200,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
La Sachamama,5.10d,sport,10,14m,1,Manrique Alvarado,,https://www.thecrag.com/en/climbing/costa-rica/route/11012143818,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Ojos de Barril,5.11b,sport,11,14m,1,Phillipe Trussart,,https://www.thecrag.com/en/climbing/costa-rica/route/11012198754,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Somos buen Ray,5.12d,sport,,20m,1,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012205408,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Ras,5.11a,sport,,,1,Aziz Ftiz,,https://www.thecrag.com/en/climbing/costa-rica/route/11012207145,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Suspiro Ancestral,5.13c,sport,,24m,1,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012212335,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Complicidad Cósmica,5.13a,sport,,,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012215029,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
La Elegancia del Bejuco,5.12b,sport,,15m,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012216229,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Caricaco Cavernícola,5.13b,sport,,,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012218665,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Barrigoncita,5.12c/d,sport,,9m,,Ry Morrison,,https://www.thecrag.com/en/climbing/costa-rica/route/11012223630,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
La ballaruga,7c,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/13537791717,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
El diluvi,7b+,sport,,35m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222011147,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Peste alta,7c,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/13537792002,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Tanca la porta,7a,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/13229622711,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Genoma,7b+,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/13229622798,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Shote,7c+,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/13229622885,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Vinagrator,7c+,sport,,22m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222011372,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Carrasclet,8a,sport,,30m,3,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222011465,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Crit de crim,8a+,sport,,30m,2,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222011558,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Solera,8a+,sport,,30m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999228,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
La padrina,8a+,sport,,35m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999387,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Foc a la metxa,8a,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999480,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Fora de temps,7c+,sport,,18m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999573,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
"Toc, toc pollet de tortó",8a+,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/13534360206,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Sang d' orxata,8b,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999666,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Sac de gemecs,8a,sport,,30m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999732,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Borratxera de kosher,7c+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999891,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Sis copes de més,7c+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221999984,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Autòctona,7c+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000143,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Xistosa,7c+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000236,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
To pal nío,7b,sport,,18m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000329,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
2014,7c+,sport,,38m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000422,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Brigada Lincoln,8a,sport,,40m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000515,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
La comuna,7c+,sport,,35m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000608,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Mesures dràstiques,8a,sport,,25m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1222000701,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Cervellets de rata,7a+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947439,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Cervellets de rata R1+R2,7c,sport,,40m,2,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/5586595953,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Perfect boy,7a+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947532,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Tal com sona,7b+,sport,,40m,2,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947625,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Delirium Tremens,7a+,sport,,22m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947718,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
El abuelo cebolleta,7b+,sport,,22m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947811,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Granatxa,7b,sport,,28m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947904,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Sibarita,7c,sport,,28m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221947997,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Estripats,7b,sport,,30m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948090,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
El ball de la cobra,7a,sport,,30m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948183,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Mosca negra,7b,sport,,35m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948276,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Capçanes decideix,7b,sport,,35m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948369,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Sortu,7b,sport,,30m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948462,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Marca de la Casa,7a+,sport,,30m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948555,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Hecatombe,7a,sport,12,33m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948648,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
La nansa,6c+,sport,,33m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948747,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Rústica,6c,sport,,33m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948846,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Pluja seca,7a+,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272015,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Jugada mestra,7a+,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272102,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Garrepa,6c+,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272189,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Trol avispao,7b,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272360,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Avui manes tu,7a,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272537,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Rema i navega,7b,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272630,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
El penjat,7b,sport,,,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/6763272789,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Bou esponja,6a+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221948945,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
A casa mama,6a+,sport,,20m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221949044,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Xica pica camacurta i ballarica,6a,sport,,16m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221949143,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Xiki Park,6a+,sport,,16m,,,,https://www.thecrag.com/en/climbing/spain/costa-daurada/route/1221949242,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
Blau Fúria,6b,sport,,,,,,https://www.thecrag.com/en/climbing/europe/route/6253292895,https://www.thecrag.com/en/climbing/europe/area/3435904395
